time,signal
0.000000,-1.474925
0.005000,-1.845872
0.010000,1.216744
0.015000,0.456037
0.020000,0.572370
0.025000,-1.363181
0.030000,3.783570
0.035000,2.903118
0.040000,-2.032410
0.045000,1.943019
0.050000,3.774355
0.055000,0.778326
0.060000,-0.220161
0.065000,-0.520670
0.070000,-0.924944
0.075000,-1.256231
0.080000,-2.155462
0.085000,3.122331
0.090000,0.695613
0.095000,-1.206252
0.100000,-0.839668
0.105000,0.254953
0.110000,-6.127526
0.115000,1.123821
0.120000,-2.046707
0.125000,1.980463
0.130000,-5.076076
0.135000,-1.039352
0.140000,3.414428
0.145000,1.484842
0.150000,-0.222108
0.155000,1.886680
0.160000,-1.754515
0.165000,0.488620
0.170000,5.793097
0.175000,-0.612990
0.180000,-1.014509
0.185000,1.171802
0.190000,-0.836191
0.195000,1.275307
0.200000,7.561299
0.205000,-3.763261
0.210000,1.470954
0.215000,2.254613
0.220000,-3.008331
0.225000,3.638540
0.230000,1.719810
0.235000,1.995233
0.240000,0.744599
0.245000,3.899651
0.250000,-1.437915
0.255000,1.130231
0.260000,5.353186
0.265000,-0.901804
0.270000,0.014222
0.275000,-0.533928
0.280000,0.547233
0.285000,1.540504
0.290000,0.274106
0.295000,0.369910
0.300000,0.514143
0.305000,2.147050
0.310000,-0.220210
0.315000,-1.759972
0.320000,1.666132
0.325000,-1.300285
0.330000,0.334596
0.335000,0.919333
0.340000,1.332337
0.345000,2.185677
0.350000,-1.441947
0.355000,1.095450
0.360000,-2.270939
0.365000,-2.489318
0.370000,-0.298500
0.375000,-1.141008
0.380000,-2.707847
0.385000,4.513279
0.390000,2.906079
0.395000,-0.431131
0.400000,1.453329
0.405000,-1.553651
0.410000,0.686096
0.415000,-0.579448
0.420000,-0.629342
0.425000,1.730015
0.430000,-1.801871
0.435000,-2.344308
0.440000,2.029380
0.445000,-0.047022
0.450000,-1.297218
0.455000,-5.868273
0.460000,-4.801562
0.465000,-0.928119
0.470000,2.327953
0.475000,-4.985569
0.480000,-0.208838
0.485000,2.507558
0.490000,1.734398
0.495000,1.664108
0.500000,-1.449708
0.505000,2.730305
0.510000,-0.185469
0.515000,1.287266
0.520000,-2.140219
0.525000,0.771418
0.530000,-0.093949
0.535000,0.595117
0.540000,0.971042
0.545000,1.720897
0.550000,-0.043727
0.555000,2.315606
0.560000,3.643888
0.565000,2.977017
0.570000,1.399760
0.575000,2.837734
0.580000,0.351788
0.585000,-0.581278
0.590000,-3.465984
0.595000,-2.688003
0.600000,-1.945554
0.605000,0.416975
0.610000,-0.677719
0.615000,-1.240028
0.620000,-2.361404
0.625000,0.260854
0.630000,-4.692908
0.635000,-4.654662
0.640000,1.029242
0.645000,-0.068738
0.650000,0.782257
0.655000,0.451711
0.660000,-0.016255
0.665000,-1.841012
0.670000,2.226927
0.675000,0.535545
0.680000,1.349406
0.685000,-1.584493
0.690000,-0.753482
0.695000,-1.502251
0.700000,1.206216
0.705000,-1.193969
0.710000,5.724239
0.715000,-2.986246
0.720000,-1.219807
0.725000,1.023765
0.730000,0.099453
0.735000,0.818712
0.740000,-0.346825
0.745000,-0.224615
0.750000,1.352212
0.755000,0.943563
0.760000,5.633160
0.765000,-1.279793
0.770000,-1.278773
0.775000,2.255585
0.780000,1.514317
0.785000,1.496888
0.790000,-1.824836
0.795000,0.377728
0.800000,1.046046
0.805000,1.927889
0.810000,-4.732276
0.815000,-0.400564
0.820000,-3.825612
0.825000,-0.910775
0.830000,-2.412185
0.835000,1.210766
0.840000,1.115594
0.845000,-1.869299
0.850000,3.330737
0.855000,-1.199454
0.860000,2.465906
0.865000,3.361700
0.870000,-0.778896
0.875000,1.549761
0.880000,-2.890937
0.885000,2.154520
0.890000,5.849442
0.895000,2.028780
0.900000,3.102793
0.905000,2.058116
0.910000,-0.220147
0.915000,2.121638
0.920000,-3.025732
0.925000,-0.484863
0.930000,0.992241
0.935000,-1.453158
0.940000,0.802286
0.945000,1.250147
0.950000,-1.471833
0.955000,-0.245168
0.960000,-0.866881
0.965000,-3.398238
0.970000,-4.319561
0.975000,-1.552818
0.980000,0.313137
0.985000,-0.265102
0.990000,-1.576391
0.995000,0.054056
