time,signal
0.000000,1.204247
0.005000,0.820839
0.010000,-0.701289
0.015000,2.059512
0.020000,3.324365
0.025000,0.259075
0.030000,0.929209
0.035000,-0.392614
0.040000,0.853357
0.045000,-0.950464
0.050000,-0.787085
0.055000,-1.388143
0.060000,-3.670937
0.065000,-1.284195
0.070000,-3.048494
0.075000,-0.886758
0.080000,-3.637526
0.085000,0.763071
0.090000,2.358303
0.095000,-2.357716
0.100000,1.298905
0.105000,2.888592
0.110000,3.909636
0.115000,-0.837754
0.120000,1.277918
0.125000,0.096638
0.130000,-0.836839
0.135000,-2.584755
0.140000,-0.035480
0.145000,1.335627
0.150000,-1.697388
0.155000,0.466835
0.160000,0.867954
0.165000,0.213486
0.170000,-3.109053
0.175000,-1.242277
0.180000,-1.934944
0.185000,-0.076111
0.190000,-2.093068
0.195000,-3.446458
0.200000,2.543498
0.205000,-0.078086
0.210000,5.323047
0.215000,1.563773
0.220000,-1.753331
0.225000,4.683988
0.230000,-0.127072
0.235000,0.833509
0.240000,0.338350
0.245000,-1.903493
0.250000,0.755040
0.255000,-0.310792
0.260000,0.490287
0.265000,0.132568
0.270000,2.806729
0.275000,-2.248498
0.280000,-1.873532
0.285000,-2.424494
0.290000,0.893989
0.295000,2.442763
0.300000,0.247687
0.305000,-5.475927
0.310000,2.627668
0.315000,-0.063787
0.320000,2.306721
0.325000,1.438168
0.330000,0.294815
0.335000,-1.017891
0.340000,-2.921463
0.345000,-0.644767
0.350000,-0.542359
0.355000,-0.748042
0.360000,-2.707092
0.365000,-0.854280
0.370000,0.627296
0.375000,0.049152
0.380000,-2.650829
0.385000,-1.154396
0.390000,-2.940308
0.395000,1.921947
0.400000,1.686703
0.405000,3.906626
0.410000,-0.464620
0.415000,3.343329
0.420000,2.214161
0.425000,-1.826995
0.430000,-0.813282
0.435000,-1.468068
0.440000,0.995987
0.445000,-2.020177
0.450000,-1.787086
0.455000,-0.013407
0.460000,0.201502
0.465000,-1.761391
0.470000,0.208656
0.475000,3.117570
0.480000,-0.585989
0.485000,0.553924
0.490000,-0.478159
0.495000,-0.536276
0.500000,-3.033263
0.505000,1.690142
0.510000,5.231367
0.515000,-0.432753
0.520000,-2.888471
0.525000,2.693294
0.530000,0.533289
0.535000,-0.648463
0.540000,1.035450
0.545000,-1.531494
0.550000,-2.907414
0.555000,0.550561
0.560000,1.176176
0.565000,-4.063139
0.570000,1.132258
0.575000,-3.721714
0.580000,0.425543
0.585000,0.314996
0.590000,1.961407
0.595000,-2.014281
0.600000,-0.078932
0.605000,2.523314
0.610000,-0.100017
0.615000,1.905000
0.620000,-0.140810
0.625000,-1.522794
0.630000,3.514323
0.635000,-1.262756
0.640000,4.043817
0.645000,4.008515
0.650000,0.375689
0.655000,-1.433205
0.660000,0.152785
0.665000,0.062643
0.670000,0.596732
0.675000,0.704743
0.680000,-1.340105
0.685000,2.687226
0.690000,0.183833
0.695000,0.869534
0.700000,-1.651912
0.705000,3.188721
0.710000,-2.959572
0.715000,-2.108507
0.720000,2.905389
0.725000,1.380776
0.730000,-1.833264
0.735000,1.398277
0.740000,2.331051
0.745000,1.541164
0.750000,-4.554707
0.755000,0.671675
0.760000,-0.388695
0.765000,0.184294
0.770000,1.793035
0.775000,1.107366
0.780000,-1.462105
0.785000,1.651338
0.790000,0.434671
0.795000,-1.991835
0.800000,-2.961046
0.805000,1.592520
0.810000,1.365669
0.815000,-0.915950
0.820000,1.862280
0.825000,-0.867200
0.830000,1.059656
0.835000,0.747729
0.840000,-2.098341
0.845000,-2.350286
0.850000,1.548993
0.855000,2.114776
0.860000,-0.388948
0.865000,-1.550720
0.870000,2.338746
0.875000,2.383464
0.880000,0.827426
0.885000,-1.426352
0.890000,-1.004152
0.895000,-1.121615
0.900000,-1.329922
0.905000,-1.210023
0.910000,2.555990
0.915000,5.641473
0.920000,-0.371387
0.925000,1.101103
0.930000,-1.804584
0.935000,-3.355093
0.940000,4.962357
0.945000,0.999524
0.950000,-0.664492
0.955000,0.463242
0.960000,0.755830
0.965000,-1.776729
0.970000,-1.269376
0.975000,-0.225924
0.980000,-1.291910
0.985000,3.250529
0.990000,-3.566578
0.995000,-1.250747
