time,signal
0.000000,-1.303148
0.005000,1.047986
0.010000,2.236795
0.015000,0.583551
0.020000,2.868080
0.025000,2.010724
0.030000,4.036357
0.035000,-0.367756
0.040000,1.934372
0.045000,0.153015
0.050000,-2.935698
0.055000,-2.483867
0.060000,-2.786362
0.065000,0.377648
0.070000,1.318395
0.075000,2.937932
0.080000,-1.069253
0.085000,-0.796157
0.090000,-2.094774
0.095000,0.802051
0.100000,-4.278639
0.105000,0.482197
0.110000,-0.743307
0.115000,-1.142882
0.120000,1.269500
0.125000,1.621819
0.130000,-1.209372
0.135000,1.590599
0.140000,-1.733808
0.145000,-2.138029
0.150000,0.304471
0.155000,-0.645757
0.160000,1.271389
0.165000,-2.609629
0.170000,1.109989
0.175000,2.930693
0.180000,0.954670
0.185000,2.739677
0.190000,-2.620521
0.195000,-0.200257
0.200000,-1.038940
0.205000,-0.246975
0.210000,-2.057466
0.215000,1.305908
0.220000,1.534835
0.225000,-0.246183
0.230000,0.992517
0.235000,-1.768097
0.240000,1.354600
0.245000,0.374602
0.250000,-1.934462
0.255000,-3.739463
0.260000,-0.582645
0.265000,0.660307
0.270000,-0.796496
0.275000,-1.303384
0.280000,3.635810
0.285000,-1.742796
0.290000,-1.521225
0.295000,-3.161343
0.300000,3.253836
0.305000,-0.588489
0.310000,-3.328829
0.315000,-0.204931
0.320000,-0.166577
0.325000,2.502037
0.330000,1.395937
0.335000,-0.671675
0.340000,0.622519
0.345000,1.438630
0.350000,0.546391
0.355000,-2.469190
0.360000,-4.986592
0.365000,-0.087926
0.370000,1.588288
0.375000,1.208637
0.380000,-0.363330
0.385000,-1.093276
0.390000,1.032021
0.395000,1.081286
0.400000,1.003710
0.405000,0.184829
0.410000,-2.502960
0.415000,1.583926
0.420000,5.360173
0.425000,2.952285
0.430000,0.765618
0.435000,-2.039019
0.440000,2.506772
0.445000,-0.244142
0.450000,-3.436468
0.455000,-1.103351
0.460000,-1.327314
0.465000,-1.822213
0.470000,-0.135285
0.475000,5.957667
0.480000,-3.431845
0.485000,-2.173639
0.490000,-2.680664
0.495000,2.252980
0.500000,-0.887918
0.505000,-1.200347
0.510000,-2.458854
0.515000,-1.115677
0.520000,-2.481666
0.525000,0.863438
0.530000,-1.613623
0.535000,-1.612907
0.540000,0.865626
0.545000,-0.124434
0.550000,0.872308
0.555000,0.452323
0.560000,-3.707156
0.565000,3.502410
0.570000,2.027833
0.575000,-1.216354
0.580000,3.138497
0.585000,-1.918390
0.590000,0.170158
0.595000,-4.850335
0.600000,-0.378456
0.605000,0.476069
0.610000,3.245303
0.615000,0.850980
0.620000,0.900717
0.625000,1.559490
0.630000,1.329553
0.635000,-1.468685
0.640000,-1.926462
0.645000,-0.829375
0.650000,-0.221360
0.655000,-2.326755
0.660000,-0.450274
0.665000,-3.299695
0.670000,2.000976
0.675000,2.220297
0.680000,1.472241
0.685000,-1.136274
0.690000,-1.465429
0.695000,-1.670969
0.700000,-0.259908
0.705000,2.100124
0.710000,-0.671859
0.715000,-1.177888
0.720000,0.803680
0.725000,0.523204
0.730000,-0.689931
0.735000,-0.132745
0.740000,-1.891146
0.745000,0.901955
0.750000,-4.254723
0.755000,1.107831
0.760000,-4.490274
0.765000,2.612157
0.770000,2.488478
0.775000,-1.692616
0.780000,0.360792
0.785000,-3.499675
0.790000,2.000958
0.795000,0.061714
0.800000,-2.342758
0.805000,-2.340890
0.810000,-0.128776
0.815000,0.265797
0.820000,1.810897
0.825000,1.753779
0.830000,0.587921
0.835000,-4.358065
0.840000,-2.314652
0.845000,1.943180
0.850000,-3.374125
0.855000,-0.806635
0.860000,-0.883507
0.865000,-0.377276
0.870000,0.356512
0.875000,-0.444037
0.880000,-2.555913
0.885000,-2.788071
0.890000,1.516022
0.895000,-2.251938
0.900000,1.016014
0.905000,-0.686056
0.910000,4.081641
0.915000,3.622477
0.920000,0.378749
0.925000,2.159010
0.930000,1.893112
0.935000,3.891380
0.940000,-0.498616
0.945000,3.298189
0.950000,1.011304
0.955000,-0.499282
0.960000,0.276495
0.965000,0.439913
0.970000,1.238523
0.975000,0.463706
0.980000,-1.916090
0.985000,-1.338238
0.990000,0.524883
0.995000,-1.812825
